Story,Output Case,Case Type,Direction,Drift,Drift/,Label,X,Y,Z
SSL 34.00 mPD 8th Floor,DStlS24,Combination,Y,0.000329,1/3044,141,0,27,34
SSL 34.00 mPD 8th Floor,DStlS25,Combination,X,0.000127,1/7864,172,45,13.5,34
SSL 34.00 mPD 8th Floor,DStlS25,Combination,Y,0.000265,1/3775,141,0,27,34
SSL 34.00 mPD 8th Floor,DStlS26,Combination,X,0.000291,1/3442,172,45,13.5,34
SSL 34.00 mPD 8th Floor,DStlS26,Combination,Y,0.000266,1/3759,141,0,27,34
SSL 34.00 mPD 8th Floor,DStlS27,Combination,X,0.000217,1/4600,172,45,13.5,34
SSL 34.00 mPD 8th Floor,DStlS27,Combination,Y,0.0002,1/5001,141,0,27,34
SSL 34.00 mPD 8th Floor,DStlS28,Combination,X,0.0002,1/4993,172,45,13.5,34
SSL 34.00 mPD 8th Floor,DStlS28,Combination,Y,0.000331,1/3021,141,0,27,34
SSL 34.00 mPD 8th Floor,DStlS29,Combination,X,0.000072,1/13934,172,45,13.5,34
SSL 34.00 mPD 8th Floor,DStlS29,Combination,Y,0.000194,1/5152,141,0,27,34
SSL 34.00 mPD 8th Floor,DStlS30,Combination,X,0.000235,1/4253,172,45,13.5,34
SSL 34.00 mPD 8th Floor,DStlS30,Combination,Y,0.000195,1/5121,141,0,27,34
SSL 34.00 mPD 8th Floor,DStlS31,Combination,X,0.000162,1/6172,172,45,13.5,34
SSL 34.00 mPD 8th Floor,DStlS31,Combination,Y,0.000129,1/7742,141,0,27,34
SSL 34.00 mPD 8th Floor,DStlS32,Combination,X,0.000145,1/6903,172,45,13.5,34
SSL 34.00 mPD 8th Floor,DStlS32,Combination,Y,0.00026,1/3843,141,0,27,34
SSL 34.00 mPD 8th Floor,DStlS33,Combination,Y,0.000155,1/6438,1,0,67.5,34
SSL 34.00 mPD 8th Floor,DStlS34,Combination,X,0.000205,1/4889,172,45,13.5,34
SSL 34.00 mPD 8th Floor,DStlS34,Combination,Y,0.000156,1/6391,1,0,67.5,34
SSL 34.00 mPD 8th Floor,DStlS35,Combination,X,0.000131,1/7608,172,45,13.5,34
SSL 34.00 mPD 8th Floor,DStlS35,Combination,Y,0.00009,1/11063,1,0,67.5,34
SSL 34.00 mPD 8th Floor,DStlS36,Combination,X,0.000114,1/8749,172,45,13.5,34
SSL 34.00 mPD 8th Floor,DStlS36,Combination,Y,0.000221,1/4516,1,0,67.5,34
SSL 34.00 mPD 8th Floor,DStlD1,Combination,X,0.000123,1/8138,172,45,13.5,34
SSL 34.00 mPD 8th Floor,DStlD1,Combination,Y,0.000156,1/6414,1,0,67.5,34
SSL 34.00 mPD 8th Floor,DStlD2,Combination,X,0.000176,1/5694,172,45,13.5,34
SSL 34.00 mPD 8th Floor,DStlD2,Combination,Y,0.000223,1/4478,1,0,67.5,34
SSL 30.00 mPD 7th Floor,Dead,LinStatic,X,0.000095,1/10496,172,45,13.5,30
SSL 30.00 mPD 7th Floor,Dead,LinStatic,Y,0.000081,1/12273,142,0,13.5,30
SSL 30.00 mPD 7th Floor,Wind-X,LinStatic,X,0.000062,1/16240,174,60,67.5,30
SSL 30.00 mPD 7th Floor,Dead Ceiling,LinStatic,X,0.000008,1/119417,172,45,13.5,30
SSL 30.00 mPD 7th Floor,Dead Ceiling,LinStatic,Y,0.000008,1/127657,142,0,13.5,30
SSL 30.00 mPD 7th Floor,Dead Services,LinStatic,X,0.000023,1/42649,172,45,13.5,30
SSL 30.00 mPD 7th Floor,Dead Services,LinStatic,Y,0.000022,1/45592,142,0,13.5,30
SSL 30.00 mPD 7th Floor,Dead Partition,LinStatic,X,0.000017,1/59709,172,45,13.5,30
SSL 30.00 mPD 7th Floor,Dead Partition,LinStatic,Y,0.000016,1/63829,142,0,13.5,30
SSL 30.00 mPD 7th Floor,Live Floor,LinStatic,X,0.000067,1/14927,172,45,13.5,30
SSL 30.00 mPD 7th Floor,Live Floor,LinStatic,Y,0.000063,1/15957,142,0,13.5,30
SSL 30.00 mPD 7th Floor,Live Roof,LinStatic,X,0.000004,1/247671,172,45,13.5,30
SSL 30.00 mPD 7th Floor,Live Roof,LinStatic,Y,0.000003,1/352528,142,0,13.5,30
SSL 30.00 mPD 7th Floor,Dead Finishing Roof,LinStatic,X,0.000012,1/85106,172,45,13.5,30
SSL 30.00 mPD 7th Floor,Dead Finishing Roof,LinStatic,Y,0.000011,1/91030,142,0,13.5,30
SSL 30.00 mPD 7th Floor,Dead Services Roof,LinStatic,X,0.000003,1/371506,172,45,13.5,30
SSL 30.00 mPD 7th Floor,Dead Services Roof,LinStatic,Y,0.000002,1/528792,141,0,27,30
SSL 30.00 mPD 7th Floor,Notional,LinStatic,Y,0.000012,1/82486,174,60,67.5,30
SSL 30.00 mPD 7th Floor,Dead Topping,LinStatic,X,0.000003,1/371506,172,45,13.5,30
SSL 30.00 mPD 7th Floor,Dead Topping,LinStatic,Y,0.000002,1/528792,141,0,27,30
SSL 30.00 mPD 7th Floor,Dead Ceiling roof,LinStatic,X,0.000001,1/743012,172,45,13.5,30
SSL 30.00 mPD 7th Floor,Dead Ceiling roof,LinStatic,Y,0.000001,1/0,141,0,27,30
SSL 30.00 mPD 7th Floor,Cladding,LinStatic,X,0.000007,1/140605,172,45,13.5,30
SSL 30.00 mPD 7th Floor,Cladding,LinStatic,Y,0.000005,1/195324,140,0,40.5,30
SSL 30.00 mPD 7th Floor,Wind Y,LinStatic,Y,0.00007,1/14323,174,60,67.5,30
SSL 30.00 mPD 7th Floor,1.35Gk + 1.50Qk +EHF,Combination,X,0.000335,1/2982,172,45,13.5,30
SSL 30.00 mPD 7th Floor,1.35Gk + 1.50Qk +EHF,Combination,Y,0.000308,1/3242,142,0,13.5,30
SSL 30.00 mPD 7th Floor,1.35Gk + 1.50Qk + 0.75WkX + EHF,Combination,X,0.000294,1/3404,172,45,13.5,30
SSL 30.00 mPD 7th Floor,1.35Gk + 1.50Qk + 0.75WkX + EHF,Combination,Y,0.000309,1/3241,142,0,13.5,30
SSL 30.00 mPD 7th Floor,1.35Gk + 1.05Qk + 1.50WkX + EHF,Combination,X,0.00022,1/4540,172,45,13.5,30
SSL 30.00 mPD 7th Floor,1.35Gk + 1.05Qk + 1.50WkX + EHF,Combination,Y,0.000279,1/3583,142,0,13.5,30
SSL 30.00 mPD 7th Floor,1.0Gk + 1.50WkY + EHF,Combination,X,0.000181,1/5538,172,45,13.5,30
SSL 30.00 mPD 7th Floor,1.0Gk + 1.50WkY + EHF,Combination,Y,0.000092,1/10828,142,0,13.5,30
SSL 30.00 mPD 7th Floor,1.0Gk + 1.50WkX + EHF,Combination,X,0.000086,1/11579,172,45,13.5,30
SSL 30.00 mPD 7th Floor,1.0Gk + 1.50WkX + EHF,Combination,Y,0.000159,1/6305,142,0,13.5,30
SSL 30.00 mPD 7th Floor,1.35Gk + 1.05Qk + 1.50WkY + EHF,Combination,X,0.000314,1/3180,172,45,13.5,30
SSL 30.00 mPD 7th Floor,1.35Gk + 1.05Qk + 1.50WkY + EHF,Combination,Y,0.000213,1/4698,142,0,13.5,30
SSL 30.00 mPD 7th Floor,1.35Gk + 1.50Qk + 0.75WkY + EHF,Combination,X,0.000341,1/2933,172,45,13.5,30
SSL 30.00 mPD 7th Floor,1.35Gk + 1.50Qk + 0.75WkY + EHF,Combination,Y,0.000275,1/3631,142,0,13.5,30
SSL 30.00 mPD 7th Floor,1.0Gk - 1.50WkX + EHF,Combination,X,0.000253,1/3957,172,45,13.5,30
SSL 30.00 mPD 7th Floor,1.0Gk - 1.50WkX + EHF,Combination,Y,0.000158,1/6314,142,0,13.5,30
SSL 30.00 mPD 7th Floor,1.0Gk - 1.50WkY + EHF,Combination,X,0.000158,1/6310,172,45,13.5,30
SSL 30.00 mPD 7th Floor,1.0Gk - 1.50WkY + EHF,Combination,Y,0.000225,1/4452,142,0,13.5,30
SSL 30.00 mPD 7th Floor,1.35Gk + 1.05Qk - 1.50WkX + EHF,Combination,X,0.000387,1/2587,172,45,13.5,30
SSL 30.00 mPD 7th Floor,1.35Gk + 1.05Qk - 1.50WkX + EHF,Combination,Y,0.000279,1/3586,142,0,13.5,30
SSL 30.00 mPD 7th Floor,1.35Gk + 1.05Qk - 1.50WkY + EHF,Combination,X,0.000292,1/3420,172,45,13.5,30
SSL 30.00 mPD 7th Floor,1.35Gk + 1.05Qk - 1.50WkY + EHF,Combination,Y,0.000345,1/2897,142,0,13.5,30
SSL 30.00 mPD 7th Floor,1.35Gk + 1.50Qk - 0.75WkX + EHF,Combination,X,0.000377,1/2653,172,45,13.5,30
SSL 30.00 mPD 7th Floor,1.35Gk + 1.50Qk - 0.75WkX + EHF,Combination,Y,0.000308,1/3242,142,0,13.5,30
SSL 30.00 mPD 7th Floor,1.35Gk + 1.50Qk - 0.75WkY + EHF,Combination,X,0.00033,1/3032,172,45,13.5,30
SSL 30.00 mPD 7th Floor,1.35Gk + 1.50Qk - 0.75WkY + EHF,Combination,Y,0.000342,1/2928,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DCmpD1,Combination,X,0.000169,1/5902,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DCmpD1,Combination,Y,0.000148,1/6768,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DCmpD2,Combination,X,0.00024,1/4159,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DCmpD2,Combination,Y,0.000213,1/4689,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DCmpC1,Combination,X,0.000254,1/3935,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DCmpC1,Combination,Y,0.000222,1/4512,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DCmpC2,Combination,X,0.000254,1/3935,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DCmpC2,Combination,Y,0.000222,1/4512,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DCmpS1,Combination,X,0.000229,1/4372,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DCmpS1,Combination,Y,0.000199,1/5014,3,0,54,30
SSL 30.00 mPD 7th Floor,DCmpS2,Combination,X,0.000303,1/3297,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DCmpS2,Combination,Y,0.000268,1/3728,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DCmpS3,Combination,X,0.000194,1/5143,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DCmpS3,Combination,Y,0.00017,1/5898,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DCmpS4,Combination,X,0.000301,1/3323,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DCmpS4,Combination,Y,0.000268,1/3734,140,0,40.5,30
SSL 30.00 mPD 7th Floor,DStlS1,Combination,X,0.000229,1/4372,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS1,Combination,Y,0.000199,1/5014,3,0,54,30
SSL 30.00 mPD 7th Floor,DStlS2,Combination,X,0.000303,1/3297,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS2,Combination,Y,0.000268,1/3728,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS3,Combination,X,0.000262,1/3821,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS3,Combination,Y,0.000268,1/3727,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS4,Combination,X,0.000345,1/2899,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS4,Combination,Y,0.000268,1/3729,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS5,Combination,X,0.000309,1/3238,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS5,Combination,Y,0.000235,1/4252,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS6,Combination,X,0.000298,1/3358,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS6,Combination,Y,0.000301,1/3319,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS7,Combination,X,0.000262,1/3821,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS7,Combination,Y,0.000268,1/3727,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS8,Combination,X,0.000345,1/2899,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS8,Combination,Y,0.000268,1/3729,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS9,Combination,X,0.000309,1/3238,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS9,Combination,Y,0.000235,1/4252,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS10,Combination,X,0.000298,1/3358,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS10,Combination,Y,0.000301,1/3319,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS11,Combination,X,0.000187,1/5343,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS11,Combination,Y,0.0002,1/5012,3,0,54,30
SSL 30.00 mPD 7th Floor,DStlS12,Combination,X,0.00027,1/3699,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS12,Combination,Y,0.000199,1/5015,3,0,54,30
SSL 30.00 mPD 7th Floor,DStlS13,Combination,X,0.000234,1/4269,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS13,Combination,Y,0.000166,1/6010,3,0,54,30
SSL 30.00 mPD 7th Floor,DStlS14,Combination,X,0.000223,1/4480,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS14,Combination,Y,0.000233,1/4301,3,0,54,30
SSL 30.00 mPD 7th Floor,DStlS15,Combination,X,0.000128,1/7822,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS15,Combination,Y,0.000148,1/6766,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS16,Combination,X,0.000211,1/4739,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS16,Combination,Y,0.000148,1/6771,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS17,Combination,X,0.000175,1/5716,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS17,Combination,Y,0.000115,1/8720,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS18,Combination,X,0.000164,1/6101,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS18,Combination,Y,0.000181,1/5530,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS19,Combination,X,0.000212,1/4726,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS19,Combination,Y,0.000185,1/5420,3,0,54,30
SSL 30.00 mPD 7th Floor,DStlS20,Combination,X,0.000318,1/3143,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS20,Combination,Y,0.000283,1/3537,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS21,Combination,X,0.000277,1/3616,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS21,Combination,Y,0.000283,1/3536,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS22,Combination,X,0.00036,1/2780,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS22,Combination,Y,0.000283,1/3537,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS23,Combination,X,0.000324,1/3090,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS23,Combination,Y,0.00025,1/4005,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS24,Combination,X,0.000313,1/3199,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS24,Combination,Y,0.000316,1/3166,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS25,Combination,X,0.000203,1/4926,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS25,Combination,Y,0.000253,1/3947,3,0,54,30
SSL 30.00 mPD 7th Floor,DStlS26,Combination,X,0.000369,1/2708,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS26,Combination,Y,0.000253,1/3950,3,0,54,30
SSL 30.00 mPD 7th Floor,DStlS27,Combination,X,0.000297,1/3365,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS27,Combination,Y,0.000187,1/5344,3,0,54,30
SSL 30.00 mPD 7th Floor,DStlS28,Combination,X,0.000275,1/3635,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS28,Combination,Y,0.000319,1/3131,3,0,54,30
SSL 30.00 mPD 7th Floor,DStlS29,Combination,X,0.000128,1/7788,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS29,Combination,Y,0.000185,1/5417,3,0,54,30
SSL 30.00 mPD 7th Floor,DStlS30,Combination,X,0.000295,1/3393,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS30,Combination,Y,0.000184,1/5423,3,0,54,30
SSL 30.00 mPD 7th Floor,DStlS31,Combination,X,0.000223,1/4492,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS31,Combination,Y,0.000118,1/8449,3,0,54,30
SSL 30.00 mPD 7th Floor,DStlS32,Combination,X,0.000201,1/4987,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS32,Combination,Y,0.000251,1/3990,3,0,54,30
SSL 30.00 mPD 7th Floor,DStlS33,Combination,X,0.000086,1/11593,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS33,Combination,Y,0.000148,1/6763,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS34,Combination,X,0.000253,1/3959,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS34,Combination,Y,0.000148,1/6773,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS35,Combination,X,0.00018,1/5541,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS35,Combination,Y,0.000082,1/12253,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlS36,Combination,X,0.000158,1/6314,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlS36,Combination,Y,0.000214,1/4675,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlD1,Combination,X,0.000169,1/5902,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlD1,Combination,Y,0.000148,1/6768,142,0,13.5,30
SSL 30.00 mPD 7th Floor,DStlD2,Combination,X,0.00024,1/4159,172,45,13.5,30
SSL 30.00 mPD 7th Floor,DStlD2,Combination,Y,0.000213,1/4689,142,0,13.5,30
SSL 26.00 mPD 6th Floor,Dead,LinStatic,X,0.000053,1/18974,172,45,13.5,26
SSL 26.00 mPD 6th Floor,Dead,LinStatic,Y,0.000077,1/12994,142,0,13.5,26
SSL 26.00 mPD 6th Floor,Wind-X,LinStatic,X,0.000062,1/16170,174,60,67.5,26
SSL 26.00 mPD 6th Floor,Dead Ceiling,LinStatic,X,0.000005,1/198435,172,45,13.5,26
SSL 26.00 mPD 6th Floor,Dead Ceiling,LinStatic,Y,0.000007,1/136048,141,0,27,26
SSL 26.00 mPD 6th Floor,Dead Services,LinStatic,X,0.000014,1/70870,172,45,13.5,26
SSL 26.00 mPD 6th Floor,Dead Services,LinStatic,Y,0.000021,1/48589,142,0,13.5,26
SSL 26.00 mPD 6th Floor,Dead Partition,LinStatic,X,0.00001,1/99217,172,45,13.5,26
SSL 26.00 mPD 6th Floor,Dead Partition,LinStatic,Y,0.000015,1/68024,141,0,27,26
SSL 26.00 mPD 6th Floor,Live Floor,LinStatic,X,0.00004,1/24804,172,45,13.5,26
SSL 26.00 mPD 6th Floor,Live Floor,LinStatic,Y,0.000059,1/17006,141,0,27,26
SSL 26.00 mPD 6th Floor,Live Roof,LinStatic,X,0.000001,1/0,172,45,13.5,26
SSL 26.00 mPD 6th Floor,Live Roof,LinStatic,Y,0.000003,1/329371,142,0,13.5,26
SSL 26.00 mPD 6th Floor,Dead Finishing Roof,LinStatic,X,0.000007,1/141633,172,45,13.5,26
SSL 26.00 mPD 6th Floor,Dead Finishing Roof,LinStatic,Y,0.00001,1/96990,142,0,13.5,26
SSL 26.00 mPD 6th Floor,Dead Services Roof,LinStatic,X,0.000001,1/0,172,45,13.5,26
SSL 26.00 mPD 6th Floor,Dead Services Roof,LinStatic,Y,0.000002,1/494057,142,0,13.5,26
SSL 26.00 mPD 6th Floor,Notional,LinStatic,Y,0.000012,1/82482,174,60,67.5,26
SSL 26.00 mPD 6th Floor,Dead Topping,LinStatic,X,0.000001,1/0,172,45,13.5,26
SSL 26.00 mPD 6th Floor,Dead Topping,LinStatic,Y,0.000002,1/494057,142,0,13.5,26
SSL 26.00 mPD 6th Floor,Dead Ceiling roof,LinStatic,X,2.706E-07,1/0,172,45,13.5,26
SSL 26.00 mPD 6th Floor,Dead Ceiling roof,LinStatic,Y,0.000001,1/988114,142,0,13.5,26
SSL 26.00 mPD 6th Floor,Cladding,LinStatic,X,0.000005,1/203717,172,45,13.5,26
SSL 26.00 mPD 6th Floor,Cladding,LinStatic,Y,0.000005,1/207910,142,0,13.5,26
SSL 26.00 mPD 6th Floor,Wind Y,LinStatic,Y,0.000072,1/13968,174,60,67.5,26
SSL 26.00 mPD 6th Floor,1.35Gk + 1.50Qk +EHF,Combination,X,0.00019,1/5250,172,45,13.5,26
SSL 26.00 mPD 6th Floor,1.35Gk + 1.50Qk +EHF,Combination,Y,0.000292,1/3420,141,0,27,26
SSL 26.00 mPD 6th Floor,1.35Gk + 1.50Qk + 0.75WkX + EHF,Combination,X,0.000149,1/6728,172,45,13.5,26
SSL 26.00 mPD 6th Floor,1.35Gk + 1.50Qk + 0.75WkX + EHF,Combination,Y,0.000293,1/3418,141,0,27,26
SSL 26.00 mPD 6th Floor,1.35Gk + 1.05Qk + 1.50WkX + EHF,Combination,X,0.000088,1/11324,172,45,13.5,26
SSL 26.00 mPD 6th Floor,1.35Gk + 1.05Qk + 1.50WkX + EHF,Combination,Y,0.000265,1/3776,141,0,27,26
SSL 26.00 mPD 6th Floor,1.0Gk + 1.50WkY + EHF,Combination,X,0.000107,1/9306,172,45,13.5,26
SSL 26.00 mPD 6th Floor,1.0Gk + 1.50WkY + EHF,Combination,Y,0.000084,1/11932,142,0,13.5,26
SSL 26.00 mPD 6th Floor,1.0Gk + 1.50WkX + EHF,Combination,Y,0.000151,1/6622,142,0,13.5,26
SSL 26.00 mPD 6th Floor,1.35Gk + 1.05Qk + 1.50WkY + EHF,Combination,X,0.000184,1/5435,172,45,13.5,26
SSL 26.00 mPD 6th Floor,1.35Gk + 1.05Qk + 1.50WkY + EHF,Combination,Y,0.000198,1/5059,141,0,27,26
SSL 26.00 mPD 6th Floor,1.35Gk + 1.50Qk + 0.75WkY + EHF,Combination,X,0.000196,1/5090,172,45,13.5,26
SSL 26.00 mPD 6th Floor,1.35Gk + 1.50Qk + 0.75WkY + EHF,Combination,Y,0.000259,1/3862,141,0,27,26
SSL 26.00 mPD 6th Floor,1.0Gk - 1.50WkX + EHF,Combination,X,0.000179,1/5584,172,45,13.5,26
SSL 26.00 mPD 6th Floor,1.0Gk - 1.50WkX + EHF,Combination,Y,0.00015,1/6647,142,0,13.5,26
SSL 26.00 mPD 6th Floor,1.0Gk - 1.50WkY + EHF,Combination,X,0.000096,1/10407,174,60,67.5,26
SSL 26.00 mPD 6th Floor,1.0Gk - 1.50WkY + EHF,Combination,Y,0.000232,1/4316,174,60,67.5,26
SSL 26.00 mPD 6th Floor,1.35Gk + 1.05Qk - 1.50WkX + EHF,Combination,X,0.000256,1/3912,172,45,13.5,26
SSL 26.00 mPD 6th Floor,1.35Gk + 1.05Qk - 1.50WkX + EHF,Combination,Y,0.000264,1/3784,141,0,27,26
SSL 26.00 mPD 6th Floor,1.35Gk + 1.05Qk - 1.50WkY + EHF,Combination,X,0.00016,1/6252,172,45,13.5,26
SSL 26.00 mPD 6th Floor,1.35Gk + 1.05Qk - 1.50WkY + EHF,Combination,Y,0.000331,1/3017,142,0,13.5,26
SSL 26.00 mPD 6th Floor,1.35Gk + 1.50Qk - 0.75WkX + EHF,Combination,X,0.000232,1/4305,172,45,13.5,26
SSL 26.00 mPD 6th Floor,1.35Gk + 1.50Qk - 0.75WkX + EHF,Combination,Y,0.000292,1/3422,141,0,27,26
SSL 26.00 mPD 6th Floor,1.35Gk + 1.50Qk - 0.75WkY + EHF,Combination,X,0.000184,1/5421,172,45,13.5,26
SSL 26.00 mPD 6th Floor,1.35Gk + 1.50Qk - 0.75WkY + EHF,Combination,Y,0.000326,1/3069,141,0,27,26
SSL 26.00 mPD 6th Floor,DCmpD1,Combination,X,0.000095,1/10498,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DCmpD1,Combination,Y,0.00014,1/7154,141,0,27,26
SSL 26.00 mPD 6th Floor,DCmpD2,Combination,X,0.000136,1/7332,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DCmpD2,Combination,Y,0.000202,1/4960,141,0,27,26
SSL 26.00 mPD 6th Floor,DCmpC1,Combination,X,0.000143,1/6999,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DCmpC1,Combination,Y,0.00021,1/4770,141,0,27,26
SSL 26.00 mPD 6th Floor,DCmpC2,Combination,X,0.000143,1/6999,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DCmpC2,Combination,Y,0.00021,1/4770,141,0,27,26
SSL 26.00 mPD 6th Floor,DCmpS1,Combination,X,0.000129,1/7777,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DCmpS1,Combination,Y,0.000189,1/5300,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DCmpS2,Combination,X,0.000172,1/5822,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DCmpS2,Combination,Y,0.000254,1/3943,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DCmpS3,Combination,X,0.000109,1/9149,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DCmpS3,Combination,Y,0.00016,1/6235,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DCmpS4,Combination,X,0.000171,1/5848,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DCmpS4,Combination,Y,0.000253,1/3950,141,0,27,26
SSL 26.00 mPD 6th Floor,DStlS1,Combination,X,0.000129,1/7777,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS1,Combination,Y,0.000189,1/5300,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DStlS2,Combination,X,0.000172,1/5822,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS2,Combination,Y,0.000254,1/3943,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DStlS3,Combination,X,0.00013,1/7695,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS3,Combination,Y,0.000254,1/3941,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DStlS4,Combination,X,0.000214,1/4682,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS4,Combination,Y,0.000253,1/3945,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DStlS5,Combination,X,0.000178,1/5625,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS5,Combination,Y,0.00022,1/4542,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DStlS6,Combination,X,0.000166,1/6033,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS6,Combination,Y,0.000287,1/3483,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DStlS7,Combination,X,0.00013,1/7695,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS7,Combination,Y,0.000254,1/3941,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DStlS8,Combination,X,0.000214,1/4682,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS8,Combination,Y,0.000253,1/3945,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DStlS9,Combination,X,0.000178,1/5625,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS9,Combination,Y,0.00022,1/4542,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DStlS10,Combination,X,0.000166,1/6033,172,45,13.5,26
