Story,Output Case,Case Type,Direction,Drift,Drift/,Label,X,Y,Z
SSL 18.00 mPD 4th Floor,DCmpS1,Combination,Y,0.000316,1/3163,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DCmpS2,Combination,X,0.00025,1/3994,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DCmpS2,Combination,Y,0.000429,1/2332,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DCmpS3,Combination,X,0.000157,1/6370,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DCmpS3,Combination,Y,0.000269,1/3721,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DCmpS4,Combination,X,0.000251,1/3987,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DCmpS4,Combination,Y,0.00043,1/2327,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS1,Combination,X,0.000185,1/5414,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS1,Combination,Y,0.000316,1/3163,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS2,Combination,X,0.00025,1/3994,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS2,Combination,Y,0.000429,1/2332,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS3,Combination,X,0.000214,1/4678,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS3,Combination,Y,0.000428,1/2335,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS4,Combination,X,0.000287,1/3485,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS4,Combination,Y,0.000429,1/2329,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS5,Combination,X,0.000259,1/3859,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS5,Combination,Y,0.0004,1/2498,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS6,Combination,X,0.000242,1/4139,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS6,Combination,Y,0.000457,1/2187,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS7,Combination,X,0.000214,1/4678,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS7,Combination,Y,0.000428,1/2335,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS8,Combination,X,0.000287,1/3485,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS8,Combination,Y,0.000429,1/2329,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS9,Combination,X,0.000259,1/3859,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS9,Combination,Y,0.0004,1/2498,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS10,Combination,X,0.000242,1/4139,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS10,Combination,Y,0.000457,1/2187,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS11,Combination,X,0.000148,1/6753,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS11,Combination,Y,0.000316,1/3169,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS12,Combination,X,0.000221,1/4519,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS12,Combination,Y,0.000317,1/3157,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS13,Combination,X,0.000193,1/5169,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS13,Combination,Y,0.000288,1/3476,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS14,Combination,X,0.000176,1/5684,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS14,Combination,Y,0.000345,1/2902,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS15,Combination,X,0.0001,1/9979,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS15,Combination,Y,0.000234,1/4281,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS16,Combination,X,0.000173,1/5766,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS16,Combination,Y,0.000235,1/4260,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS17,Combination,X,0.000146,1/6869,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS17,Combination,Y,0.000206,1/4861,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS18,Combination,X,0.000128,1/7809,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS18,Combination,Y,0.000263,1/3807,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS19,Combination,X,0.000171,1/5853,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS19,Combination,Y,0.000292,1/3419,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS20,Combination,X,0.000265,1/3779,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS20,Combination,Y,0.000453,1/2206,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS21,Combination,X,0.000228,1/4385,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS21,Combination,Y,0.000453,1/2208,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS22,Combination,X,0.000301,1/3319,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS22,Combination,Y,0.000454,1/2203,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS23,Combination,X,0.000273,1/3657,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS23,Combination,Y,0.000425,1/2353,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS24,Combination,X,0.000256,1/3908,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS24,Combination,Y,0.000482,1/2075,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS25,Combination,X,0.000163,1/6124,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS25,Combination,Y,0.000404,1/2476,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS26,Combination,X,0.00031,1/3229,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS26,Combination,Y,0.000406,1/2462,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS27,Combination,X,0.000254,1/3936,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS27,Combination,Y,0.000348,1/2872,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS28,Combination,X,0.000219,1/4567,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS28,Combination,Y,0.000462,1/2164,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS29,Combination,X,0.000098,1/10243,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS29,Combination,Y,0.000291,1/3433,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS30,Combination,X,0.000244,1/4097,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS30,Combination,Y,0.000294,1/3406,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS31,Combination,X,0.000188,1/5309,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS31,Combination,Y,0.000236,1/4246,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS32,Combination,X,0.000153,1/6522,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS32,Combination,Y,0.000349,1/2862,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS33,Combination,Y,0.000233,1/4291,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS34,Combination,X,0.00021,1/4761,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS34,Combination,Y,0.000235,1/4249,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS35,Combination,X,0.000154,1/6479,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS35,Combination,Y,0.000177,1/5642,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlS36,Combination,X,0.000119,1/8383,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlS36,Combination,Y,0.000291,1/3435,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlD1,Combination,X,0.000137,1/7309,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlD1,Combination,Y,0.000234,1/4270,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DStlD2,Combination,X,0.000199,1/5016,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DStlD2,Combination,Y,0.000341,1/2928,142,0,13.5,18
SSL 14.00 mPD 3rd Floor,Dead,LinStatic,X,0.000218,1/4594,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Dead,LinStatic,Y,0.000192,1/5196,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Wind-X,LinStatic,X,0.000048,1/20650,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Dead Ceiling,LinStatic,X,0.000021,1/47573,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Dead Ceiling,LinStatic,Y,0.000019,1/52620,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Dead Services,LinStatic,X,0.000059,1/16990,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Dead Services,LinStatic,Y,0.000053,1/18793,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Dead Partition,LinStatic,X,0.000042,1/23787,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Dead Partition,LinStatic,Y,0.000038,1/26310,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Live Floor,LinStatic,X,0.000168,1/5947,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Live Floor,LinStatic,Y,0.000152,1/6577,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Live Roof,LinStatic,X,0.000008,1/124915,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Live Roof,LinStatic,Y,0.000007,1/139386,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Dead Finishing Roof,LinStatic,X,0.000029,1/33921,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Dead Finishing Roof,LinStatic,Y,0.000027,1/37519,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Dead Services Roof,LinStatic,X,0.000005,1/187373,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Dead Services Roof,LinStatic,Y,0.000005,1/209080,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Notional,LinStatic,Y,0.000013,1/79347,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Dead Topping,LinStatic,X,0.000005,1/187373,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Dead Topping,LinStatic,Y,0.000005,1/209080,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Dead Ceiling roof,LinStatic,X,0.000003,1/374746,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Dead Ceiling roof,LinStatic,Y,0.000002,1/418159,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Cladding,LinStatic,X,0.000012,1/80537,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Cladding,LinStatic,Y,0.00001,1/98897,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,Wind Y,LinStatic,Y,0.000071,1/14063,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.35Gk + 1.50Qk +EHF,Combination,X,0.000801,1/1249,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.35Gk + 1.50Qk +EHF,Combination,Y,0.000726,1/1378,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.35Gk + 1.50Qk + 0.75WkX + EHF,Combination,X,0.000764,1/1309,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.35Gk + 1.50Qk + 0.75WkX + EHF,Combination,Y,0.00072,1/1390,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.35Gk + 1.05Qk + 1.50WkX + EHF,Combination,X,0.000649,1/1542,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.35Gk + 1.05Qk + 1.50WkX + EHF,Combination,Y,0.000642,1/1558,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.0Gk + 1.50WkY + EHF,Combination,X,0.000365,1/2742,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.0Gk + 1.50WkY + EHF,Combination,Y,0.000257,1/3886,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.0Gk + 1.50WkX + EHF,Combination,X,0.000325,1/3073,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.0Gk + 1.50WkX + EHF,Combination,Y,0.000352,1/2844,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.35Gk + 1.05Qk + 1.50WkY + EHF,Combination,X,0.000688,1/1454,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.35Gk + 1.05Qk + 1.50WkY + EHF,Combination,Y,0.000547,1/1826,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.35Gk + 1.50Qk + 0.75WkY + EHF,Combination,X,0.000784,1/1276,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.35Gk + 1.50Qk + 0.75WkY + EHF,Combination,Y,0.000672,1/1487,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.0Gk - 1.50WkX + EHF,Combination,X,0.000471,1/2124,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.0Gk - 1.50WkX + EHF,Combination,Y,0.000376,1/2657,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.0Gk - 1.50WkY + EHF,Combination,X,0.000431,1/2318,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.0Gk - 1.50WkY + EHF,Combination,Y,0.000471,1/2125,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.35Gk + 1.05Qk - 1.50WkX + EHF,Combination,X,0.000794,1/1260,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.35Gk + 1.05Qk - 1.50WkX + EHF,Combination,Y,0.000667,1/1500,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.35Gk + 1.05Qk - 1.50WkY + EHF,Combination,X,0.000755,1/1325,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.35Gk + 1.05Qk - 1.50WkY + EHF,Combination,Y,0.000761,1/1314,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.35Gk + 1.50Qk - 0.75WkX + EHF,Combination,X,0.000837,1/1195,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.35Gk + 1.50Qk - 0.75WkX + EHF,Combination,Y,0.000732,1/1366,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.35Gk + 1.50Qk - 0.75WkY + EHF,Combination,X,0.000817,1/1224,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,1.35Gk + 1.50Qk - 0.75WkY + EHF,Combination,Y,0.000779,1/1283,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DCmpD1,Combination,X,0.000395,1/2533,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DCmpD1,Combination,Y,0.000351,1/2846,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DCmpD2,Combination,X,0.000571,1/1751,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DCmpD2,Combination,Y,0.000511,1/1958,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DCmpC1,Combination,X,0.000592,1/1689,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DCmpC1,Combination,Y,0.000527,1/1897,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DCmpC2,Combination,X,0.000592,1/1689,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DCmpC2,Combination,Y,0.000527,1/1897,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DCmpS1,Combination,X,0.000533,1/1876,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DCmpS1,Combination,Y,0.000474,1/2108,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DCmpS2,Combination,X,0.000718,1/1393,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DCmpS2,Combination,Y,0.000642,1/1559,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DCmpS3,Combination,X,0.000453,1/2207,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DCmpS3,Combination,Y,0.000403,1/2480,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DCmpS4,Combination,X,0.000717,1/1394,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DCmpS4,Combination,Y,0.000642,1/1558,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS1,Combination,X,0.000533,1/1876,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS1,Combination,Y,0.000474,1/2108,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS2,Combination,X,0.000718,1/1393,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS2,Combination,Y,0.000642,1/1559,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS3,Combination,X,0.000682,1/1467,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS3,Combination,Y,0.000635,1/1574,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS4,Combination,X,0.000754,1/1326,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS4,Combination,Y,0.000648,1/1544,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS5,Combination,X,0.000701,1/1426,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS5,Combination,Y,0.000588,1/1700,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS6,Combination,X,0.000735,1/1361,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS6,Combination,Y,0.000695,1/1439,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS7,Combination,X,0.000682,1/1467,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS7,Combination,Y,0.000635,1/1574,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS8,Combination,X,0.000754,1/1326,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS8,Combination,Y,0.000648,1/1544,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS9,Combination,X,0.000701,1/1426,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS9,Combination,Y,0.000588,1/1700,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS10,Combination,X,0.000735,1/1361,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS10,Combination,Y,0.000695,1/1439,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS11,Combination,X,0.000497,1/2013,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS11,Combination,Y,0.000468,1/2136,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS12,Combination,X,0.000569,1/1756,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS12,Combination,Y,0.000481,1/2081,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS13,Combination,X,0.000516,1/1937,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS13,Combination,Y,0.000421,1/2375,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS14,Combination,X,0.00055,1/1819,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS14,Combination,Y,0.000528,1/1895,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS15,Combination,X,0.000358,1/2789,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS15,Combination,Y,0.000345,1/2897,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS16,Combination,X,0.000431,1/2319,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS16,Combination,Y,0.000358,1/2797,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS17,Combination,X,0.000378,1/2645,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS17,Combination,Y,0.000298,1/3355,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS18,Combination,X,0.000412,1/2430,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS18,Combination,Y,0.000405,1/2471,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS19,Combination,X,0.000493,1/2028,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS19,Combination,Y,0.000439,1/2279,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS20,Combination,X,0.000757,1/1321,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS20,Combination,Y,0.000678,1/1476,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS21,Combination,X,0.000721,1/1387,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS21,Combination,Y,0.000671,1/1489,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS22,Combination,X,0.000794,1/1260,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS22,Combination,Y,0.000684,1/1462,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS23,Combination,X,0.000741,1/1350,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS23,Combination,Y,0.000624,1/1602,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS24,Combination,X,0.000774,1/1292,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS24,Combination,Y,0.000731,1/1368,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS25,Combination,X,0.000605,1/1652,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS25,Combination,Y,0.000594,1/1685,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS26,Combination,X,0.000751,1/1332,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS26,Combination,Y,0.000618,1/1617,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS27,Combination,X,0.000645,1/1551,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS27,Combination,Y,0.000499,1/2003,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS28,Combination,X,0.000711,1/1406,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS28,Combination,Y,0.000713,1/1403,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS29,Combination,X,0.00042,1/2379,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS29,Combination,Y,0.000426,1/2345,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS30,Combination,X,0.000566,1/1768,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS30,Combination,Y,0.000451,1/2217,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS31,Combination,X,0.00046,1/2176,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS31,Combination,Y,0.000332,1/3011,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS32,Combination,X,0.000526,1/1900,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS32,Combination,Y,0.000545,1/1833,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS33,Combination,X,0.000322,1/3104,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS33,Combination,Y,0.000339,1/2949,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS34,Combination,X,0.000467,1/2139,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS34,Combination,Y,0.000364,1/2749,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS35,Combination,X,0.000361,1/2767,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS35,Combination,Y,0.000245,1/4086,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS36,Combination,X,0.000428,1/2335,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlS36,Combination,Y,0.000458,1/2183,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlD1,Combination,X,0.000395,1/2533,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlD1,Combination,Y,0.000351,1/2846,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlD2,Combination,X,0.000571,1/1751,174,60,67.5,14
SSL 14.00 mPD 3rd Floor,DStlD2,Combination,Y,0.000511,1/1958,174,60,67.5,14
SSL 10.00 mPD 2nd Floor,Dead,LinStatic,X,0.000074,1/13535,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Dead,LinStatic,Y,0.000101,1/9933,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Wind-X,LinStatic,X,0.000043,1/23017,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Dead Ceiling,LinStatic,X,0.000007,1/140724,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Dead Ceiling,LinStatic,Y,0.00001,1/102413,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Dead Services,LinStatic,X,0.00002,1/50258,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Dead Services,LinStatic,Y,0.000027,1/36576,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Dead Partition,LinStatic,X,0.000014,1/70362,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Dead Partition,LinStatic,Y,0.00002,1/51206,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Live Floor,LinStatic,X,0.000057,1/17590,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Live Floor,LinStatic,Y,0.000078,1/12802,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Live Roof,LinStatic,X,0.000003,1/380782,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Live Roof,LinStatic,Y,0.000004,1/263301,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Dead Finishing Roof,LinStatic,X,0.00001,1/100344,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Dead Finishing Roof,LinStatic,Y,0.000014,1/73019,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Dead Services Roof,LinStatic,X,0.000002,1/571172,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Dead Services Roof,LinStatic,Y,0.000003,1/394951,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Notional,LinStatic,Y,0.00001,1/95416,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Dead Topping,LinStatic,X,0.000002,1/571172,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Dead Topping,LinStatic,Y,0.000003,1/394951,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Dead Ceiling roof,LinStatic,X,0.000001,1/0,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Dead Ceiling roof,LinStatic,Y,0.000001,1/789902,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Cladding,LinStatic,X,0.000005,1/205061,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Cladding,LinStatic,Y,0.000005,1/184011,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,Wind Y,LinStatic,Y,0.000061,1/16356,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.35Gk + 1.50Qk +EHF,Combination,X,0.000273,1/3664,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.35Gk + 1.50Qk +EHF,Combination,Y,0.00038,1/2631,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.35Gk + 1.50Qk + 0.75WkX + EHF,Combination,X,0.00024,1/4160,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.35Gk + 1.50Qk + 0.75WkX + EHF,Combination,Y,0.000374,1/2673,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.35Gk + 1.05Qk + 1.50WkX + EHF,Combination,X,0.000181,1/5524,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.35Gk + 1.05Qk + 1.50WkX + EHF,Combination,Y,0.000331,1/3018,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.0Gk + 1.50WkY + EHF,Combination,X,0.000109,1/9213,174,60,67.5,10
